County,TotalPop,Income,Hispanic,White,Black,Asian,Poverty,Unemployment,Professional,Service,Drive
Yakima County,248279,2164852.0,0.86,0.81,0.01,0.02,0.36,0.14,0.42,0.31,1.41
Yakutat City and Borough,682,64583.0,0.82,6.41,0.13,0.79,0.91,0.95,3.65,2.73,7.14
Yalobusha County,12426,113736.0,0.03,1.42,0.95,0.0,0.56,0.13,0.52,0.41,2.14
Yamhill County,102366,1015494.0,0.27,1.28,0.01,0.02,0.23,0.11,0.55,0.32,1.24
Yancey County,17605,186913.0,0.17,2.61,0.02,0.01,0.56,0.23,0.84,0.53,2.32
Yankton County,22660,265887.0,0.08,1.98,0.04,0.01,0.27,0.07,0.79,0.38,1.79
Yates County,25083,260192.0,0.04,1.89,0.02,0.02,0.26,0.11,0.6,0.4,1.34
Yauco Municipio,37585,173077.0,2.92,0.01,0.0,0.0,1.53,0.72,0.83,0.58,2.44
Yavapai County,220972,2012154.0,0.27,1.55,0.01,0.02,0.29,0.13,0.6,0.43,1.41
Yazoo County,27496,188838.0,0.1,0.85,1.18,0.01,0.76,0.35,0.63,0.48,1.79
Yell County,21601,234438.0,0.56,2.08,0.05,0.04,0.51,0.18,0.65,0.49,2.15
Yellow Medicine County,9930,218618.0,0.17,3.66,0.02,0.03,0.49,0.11,1.33,0.69,3.02
Yellowstone County,156332,1867226.0,0.11,1.78,0.01,0.01,0.22,0.08,0.69,0.4,1.66
Yoakum County,8481,121625.0,1.45,0.88,0.0,0.0,0.27,0.16,0.55,0.37,1.76
Yolo County,212605,2719439.0,0.58,0.95,0.04,0.26,0.39,0.14,0.88,0.35,1.27
York County,976362,12191926.0,0.12,1.59,0.19,0.03,0.24,0.12,0.68,0.33,1.64
Young County,18166,181466.0,0.43,1.7,0.04,0.01,0.4,0.1,0.66,0.42,1.81
Yuba County,74644,662882.0,0.51,1.06,0.06,0.12,0.4,0.22,0.53,0.37,1.46
Yukon-Koyukuk Census Area,5453,152225.0,0.17,1.57,0.01,0.06,1.89,1.44,2.48,1.51,1.8
Yuma County,214390,2428011.0,1.41,1.0,0.05,0.03,0.48,0.25,0.64,0.57,2.01
Zapata County,14415,102862.0,1.96,0.11,0.0,0.01,0.68,0.25,0.36,0.63,1.45
Zavala County,12152,95396.0,2.99,0.28,0.01,0.0,1.36,0.48,0.84,0.96,2.5
Ziebach County,2837,35000.0,0.01,0.82,0.0,0.04,1.52,0.95,1.81,0.56,1.96
